200	2.4988441326311526e+09
483	2.497568082557375e+09
751	2.4403210095065804e+09
965	2.4382286231381097e+09
1246	2.4208868258621774e+09
1449	2.411358374984056e+09
1669	2.359545841540397e+09
1910	2.3540791122300715e+09
2151	2.302684335470062e+09
2450	2.288337849002153e+09
2683	2.279383484451757e+09
2896	2.2455186229560065e+09
3097	2.2329233562758546e+09
3304	2.2172922989009347e+09
3524	2.2075536064289813e+09
3765	2.1952776391502876e+09
3994	2.1665458113954706e+09
4258	2.0890784104661405e+09
4490	2.0439682702878711e+09
4694	2.009498442588541e+09
4900	1.9673444605787563e+09
5110	1.9503623708481622e+09
5332	1.9223828409125443e+09
5565	1.902581332812861e+09
5789	1.8976170731438224e+09
6012	1.8962785657225235e+09
6236	1.8961380228002822e+09
6453	1.8933745193426497e+09
6664	1.8839539084796312e+09
6902	1.80619423224677e+09
7136	1.8020955463492572e+09
7337	1.7839052582961519e+09
7558	1.7313749679128425e+09
7770	1.7014182216636965e+09
7985	1.6476443166406052e+09
8212	1.6440886892228763e+09
8440	1.6199470265944717e+09
8660	1.598609033483807e+09
8987	1.5822399001770937e+09
9231	1.580146936755502e+09
9439	1.5457075219032195e+09
9655	1.5267635917828574e+09
9997	1.526590170817489e+09
10219	1.515600837322319e+09
10517	1.5020439790287912e+09
10897	1.4994928363105469e+09
11184	1.417962644455833e+09
11451	1.4157793171662056e+09
11666	1.4156211921291165e+09
11870	1.405742960736128e+09
12076	1.3880747885446968e+09
12297	1.3636772142272482e+09
12509	1.2992692018562546e+09
12753	1.2830368862550828e+09
12964	1.2762318296919372e+09
13177	1.2252525715959346e+09
13406	1.2192097497134836e+09
13664	1.2184733259883056e+09
13879	1.1195644814646654e+09
14089	1.118012350923221e+09
14333	1.113987683294921e+09
14534	1.1076260971185925e+09
14790	1.1030753347509868e+09
14993	1.0917283167113898e+09
15202	1.0836749485063002e+09
15404	1.082471645800096e+09
15625	1.0315013419791653e+09
15874	9.884413264602003e+08
16100	9.74118796583508e+08
16371	9.368529393895674e+08
16577	9.269300705212638e+08
16779	9.203326488119527e+08
17001	9.127379895098811e+08
17250	8.896673218307558e+08
17508	8.874561845651019e+08
17730	8.538579650138603e+08
17960	7.953837755856091e+08
18227	7.688898493603374e+08
18457	7.679899936581975e+08
18790	7.647842758995374e+08
19000	7.534695202362728e+08
19218	7.417342892814531e+08
19435	6.921092600132847e+08
19687	6.852137707651699e+08
19981	6.72762883783174e+08
20193	6.608341569729679e+08
20407	6.411233946906158e+08
20628	6.28022612696164e+08
20840	6.265491294472973e+08
21085	6.107025286744848e+08
21384	5.821387301096349e+08
21587	5.661289536467861e+08
21802	5.431112681938257e+08
22015	5.151296606291443e+08
22220	5.150684273877257e+08
22469	4.994597707201733e+08
22674	4.842896512434794e+08
22935	4.656257643208783e+08
23151	4.5855622251937205e+08
23452	4.548564085955662e+08
23726	4.3906314890280724e+08
23933	4.345156738929682e+08
24148	4.208283929077721e+08
24402	4.173483954432336e+08
24635	4.156001119740753e+08
24930	4.1326131187119997e+08
25330	4.1326131187119997e+08
25549	4.0453707957294697e+08
25767	4.0392996324245554e+08
25972	4.0375254484572154e+08
26173	4.005700949306164e+08
26412	3.9999470375417054e+08
26621	3.9916164886953455e+08
26824	3.9281271149208814e+08
27026	3.918280163988559e+08
27239	3.916741661737678e+08
27443	3.91498409687631e+08
27647	3.871017743762396e+08
27867	3.5028704846982545e+08
28077	3.234489295463044e+08
28279	3.207500247906872e+08
28481	3.178775830909313e+08
28686	3.140697906003144e+08
28896	3.116577252885101e+08
29101	3.081920417823121e+08
29306	3.0700407701799697e+08
29509	3.046100022282278e+08
29714	2.848873522257152e+08
29924	2.779713974788452e+08
30136	2.6959711913356405e+08
30347	2.4484944119626835e+08
30561	2.4457745478269333e+08
30779	2.3974631157848984e+08
30994	2.363268729941607e+08
31210	2.354886840566897e+08
31418	2.3323020064849707e+08
31642	2.2957575043473816e+08
31861	2.2844343530803606e+08
32064	2.253403234244687e+08
32279	2.2420544391331804e+08
32488	2.177882991786226e+08
32695	2.177612869580402e+08
32901	2.146085697200764e+08
33117	2.1346436109634858e+08
33319	2.046439369757505e+08
33525	2.0424381709189174e+08
33727	1.9518300975540534e+08
33941	1.908300234541418e+08
34142	1.9076176165412897e+08
34365	1.900555853830983e+08
34609	1.866859162005724e+08
34810	1.8491137078379813e+08
35022	1.8158464434224033e+08
35225	1.7397209023189518e+08
35441	1.7394170758714852e+08
35675	1.6763371724863067e+08
35910	1.6528142668756235e+08
36117	1.6124835865446278e+08
36320	1.57491343495893e+08
36564	1.5625060625480467e+08
36768	1.538832426604093e+08
36983	1.5328371148971105e+08
37213	1.4876325113116783e+08
37450	1.462095482641178e+08
37725	1.461679323866086e+08
37942	1.395107491983995e+08
38184	1.3663137791572466e+08
38385	1.3637556023632264e+08
38603	1.3497779918178853e+08
38811	1.3349422363468201e+08
39014	1.2535454404230131e+08
39238	1.2490507375471266e+08
39498	1.2261241550069277e+08
39751	1.2066045568207039e+08
39968	1.1955763087104432e+08
40171	1.1900574100870846e+08
40376	1.1634898309344144e+08
40596	1.1632486883598429e+08
40812	1.1540036305930477e+08
41019	1.1272881020831619e+08
41225	1.1267485091029258e+08
41478	1.0983733153806995e+08
41700	1.0728659481844987e+08
41938	1.0451704893353082e+08
42147	1.0238806300862779e+08
42363	1.0185703194165201e+08
42598	1.016491764374173e+08
42803	1.0040585613307525e+08
43011	9.754923722494036e+07
43219	9.69267609032448e+07
43445	9.57278799030687e+07
43649	9.555073422899191e+07
43851	9.344705350147463e+07
44057	9.30406038410005e+07
44286	9.262224187319103e+07
44511	9.248341087010966e+07
44759	9.206884450369114e+07
45004	9.051161802649266e+07
45214	9.034654698318255e+07
45430	8.960315573995638e+07
45707	8.884255381595938e+07
45935	8.858670244839294e+07
46153	8.8077455081421e+07
46372	8.61662172845711e+07
46591	8.472670815062048e+07
46853	8.13354646326062e+07
47067	7.827164871139182e+07
47282	7.619319067656404e+07
47520	7.526257297064324e+07
47761	7.473041449604736e+07
47990	7.469855481719095e+07
48195	7.355280233163683e+07
48406	7.351734072779812e+07
48708	7.309522938375725e+07
48927	7.233848767088896e+07
49168	7.173032078575233e+07
49382	7.117547417800958e+07
49625	7.099688273007561e+07
49837	7.062581718440828e+07
50046	6.643102569567968e+07
50283	6.641945417266708e+07
50507	6.6030556972141765e+07
50725	6.5677698989522815e+07
50983	6.552150906439785e+07
51288	6.3371649426145546e+07
51489	6.2696186478283085e+07
51696	6.22329358123216e+07
51903	6.2027229691155635e+07
52110	6.1325610079842046e+07
52311	6.127751367867793e+07
52531	5.975544181259388e+07
52766	5.936304550592189e+07
52992	5.928121572055173e+07
53204	5.67982933723701e+07
53420	5.53119790682321e+07
53644	5.36177108632044e+07
53852	5.180867683812531e+07
54081	5.16697599142916e+07
54308	5.1264931288834274e+07
54524	5.0923620597620465e+07
54802	4.980664673525816e+07
55003	4.762122508890387e+07
55226	4.6700330825816594e+07
55440	4.651844583216511e+07
55816	4.59018937153006e+07
56023	4.500500315027756e+07
56261	4.425668163426238e+07
56516	4.372978354329789e+07
56735	4.283350246889388e+07
