200	2.628570474706457e+09
449	2.52500307061734e+09
671	2.4656615013791137e+09
989	2.4217325868586416e+09
1262	2.372613471953218e+09
1465	2.3342798805555973e+09
1736	2.2970437266217217e+09
1939	2.273616873552996e+09
2208	2.260828140383438e+09
2409	2.231653651823901e+09
2632	2.19080614341519e+09
2922	2.1599026072440896e+09
3149	2.146856968663707e+09
3358	2.1166157553107061e+09
3572	2.0573351870458431e+09
3803	2.0431881665071306e+09
4079	2.0018180871928387e+09
4348	1.928372846094698e+09
4557	1.8991529280491626e+09
4763	1.8517676641256402e+09
5006	1.8480883469883544e+09
5254	1.8343991796394851e+09
5456	1.7972665525094218e+09
5693	1.739913422071221e+09
5907	1.7286221897406142e+09
6115	1.7203619535366755e+09
6341	1.7033431376893935e+09
6556	1.6845562921951952e+09
6765	1.6796075059330082e+09
6981	1.6490056116290808e+09
7216	1.620190137464814e+09
7440	1.5714113793465343e+09
7647	1.5688719546874387e+09
7920	1.556509401326221e+09
8138	1.5528763840503159e+09
8367	1.5094398413982432e+09
8574	1.4744189614975052e+09
8784	1.4696831075962985e+09
9062	1.3881062405338666e+09
9359	1.3813207510307086e+09
9581	1.3540116985658212e+09
9791	1.3414306999139698e+09
10047	1.2768448115282815e+09
10259	1.258816816270815e+09
10475	1.2354968363316944e+09
10775	1.185462824898318e+09
11024	1.1565846545595098e+09
11295	1.134436970455581e+09
11524	1.133942460764356e+09
11751	1.129084256368311e+09
11966	1.1279665621034944e+09
12204	1.1166107148568537e+09
12412	1.109966717721616e+09
12662	1.053570096809654e+09
12874	1.042457674035296e+09
13109	1.0328558517525641e+09
13365	1.0265111220496136e+09
13577	1.0088456314893894e+09
13840	1.001806841372373e+09
14080	9.931222275339634e+08
14319	9.77919079100915e+08
14553	9.535019846801296e+08
14766	9.454282766719733e+08
14975	8.706532030972493e+08
15182	8.480916924350195e+08
15404	8.31278850677097e+08
15623	8.303367566300616e+08
15839	8.097093319861887e+08
16051	7.794879120307482e+08
16306	7.282622279365586e+08
16603	7.237950878115811e+08
16956	7.21247039519911e+08
17190	6.771390959658682e+08
17409	6.525591443705088e+08
17639	6.309856233786962e+08
17872	6.190498300163592e+08
18076	6.096927980891104e+08
18370	6.093927949641318e+08
18596	6.058749199542773e+08
18833	6.011113778921447e+08
19103	5.940568156532086e+08
19305	5.841388272518971e+08
19509	5.674302817837033e+08
19765	5.223530872210684e+08
19985	5.1468740597250485e+08
20269	5.009047035758482e+08
20529	4.710021357278882e+08
20737	4.625408356107272e+08
20940	4.588031021332866e+08
21216	4.5560449029519355e+08
21532	4.462791961670921e+08
21802	4.339725434969877e+08
22037	4.3065278715918183e+08
22357	4.221894954400917e+08
22572	4.0898043605774176e+08
22858	3.985931518866813e+08
23070	3.957585621832864e+08
23309	3.93447624875667e+08
23535	3.9136206590449584e+08
23902	3.902222076687136e+08
24118	3.8248965938070285e+08
24375	3.8175857490975654e+08
24639	3.733004002574156e+08
24842	3.64771726606539e+08
25058	3.643903814740556e+08
25332	3.4568900966397274e+08
25587	3.4299467564185244e+08
25848	3.3190312452169746e+08
26122	3.180553297954006e+08
26357	3.13254059361895e+08
26599	3.090604980962642e+08
26855	3.027481042168694e+08
27113	2.9652864362581426e+08
27349	2.9412402386929244e+08
27557	2.923305720133654e+08
27760	2.9142770635327154e+08
27995	2.780681841444566e+08
28260	2.685105755742867e+08
28520	2.674968676585058e+08
28748	2.65403035632115e+08
28950	2.322505371166625e+08
29256	2.2745312732595646e+08
29468	2.2678986971463928e+08
29671	2.1492634131397364e+08
30071	2.1492634131397364e+08
30293	2.1319432605451396e+08
30507	2.0722598813054118e+08
30719	2.0456631209232044e+08
30925	2.0342760087793732e+08
31143	2.0014374146575084e+08
31351	1.9734829974808702e+08
31552	1.9111980294557214e+08
31758	1.8890188481859407e+08
31977	1.7458312550277573e+08
32229	1.6983021415074864e+08
32443	1.6965769347678575e+08
32716	1.6590028749485734e+08
32922	1.636596163099494e+08
33142	1.6247746700955522e+08
33379	1.5968484594683465e+08
33621	1.5783575490685645e+08
33862	1.57219632312234e+08
34071	1.5613008349945736e+08
34272	1.5393185989655703e+08
34475	1.516916594989153e+08
34697	1.4796228852952042e+08
34933	1.4708991884213278e+08
35140	1.465908541018379e+08
35343	1.4195449586088133e+08
35545	1.418356393765343e+08
35767	1.410589702882401e+08
35969	1.3732881306985104e+08
36171	1.3540564627338752e+08
36380	1.3357887384354647e+08
36584	1.2942387795482586e+08
36792	1.273457672690424e+08
36994	1.2639236100405964e+08
37196	1.2486795926747216e+08
37423	1.1124463514623387e+08
37628	1.0811006813181911e+08
37829	1.041129330959836e+08
38040	1.0387736828906813e+08
38253	1.0168792542928614e+08
38463	1.0008176634383969e+08
38684	9.780576612496157e+07
38892	9.376284538105127e+07
39096	9.310886704318003e+07
39309	9.061578773093666e+07
39526	9.061379345932366e+07
39742	9.014056243560681e+07
39943	9.012460468147483e+07
40147	8.93076918645316e+07
40387	8.855579198588502e+07
40609	8.767347007695818e+07
40827	8.538501447449078e+07
41052	8.535759461071597e+07
41304	8.170825826689245e+07
41546	7.939961673047048e+07
41748	7.81046677733956e+07
41969	7.649085225163536e+07
42193	7.615633386679506e+07
42397	7.532744280630754e+07
42625	7.137528189053388e+07
42828	7.092390143461893e+07
43096	7.030758577596326e+07
43297	6.958545540833591e+07
43503	6.923702667347334e+07
